-0.0043695373	-0.028732445	-0.03982874	-0.06153277	-0.040443506	-0.04931012	0.008024627	-0.01642948	0.035887435	-0.051417127	-0.024706054	-0.00854804	-0.041623585	0.040413935	-0.06341741	0.10125181
-0.10774252	-0.015499346	-0.0036416536	-0.1069053	-0.01125833	-0.042704985	-0.06108407	-0.013691192	0.0018070423	-0.043265827	0.032495536	0.03291873	-0.06414397	0.04397821	-0.0009918041	0.107105754
-0.0531407	0.01591715	-0.045348875	-0.04372523	0.06985649	-0.009594689	-0.025238212	-0.042338967	0.044893518	0.007758675	-0.015357886	0.0015208937	-0.12581412	0.07534767	0.023654185	0.16332838
-0.018606456	0.025231313	-0.04616811	-0.04286639	0.01259786	-0.031281363	-0.07813875	-0.06396495	-0.054635745	-0.04109931	-0.013054835	-0.01718014	-0.14036684	0.02593582	-0.016524669	0.10797107
-0.086382076	0.014059628	0.043589093	-0.065448776	0.052366298	0.05364971	0.005522265	0.03990506	0.017837571	-0.04436963	0.01490384	-0.037356444	-0.13571872	0.034974996	-0.055887543	0.05511665
-0.034558784	0.00753598	-0.021212492	-0.027686471	-0.0189473	-0.046089172	-0.04230276	0.03217373	-0.028703839	-0.059035923	0.030545771	-0.021682423	-0.10677461	0.12905124	-0.0027629647	0.095616445
-0.080798775	0.011370955	0.036017153	-0.09131333	-0.024712967	-0.023190396	-0.0023367791	0.019251736	0.0015727676	0.02007917	-0.016829466	0.033124555	-0.11899916	0.066592135	-0.021652121	0.107222706
0.02414449	0.03286287	0.06390119	-0.031854145	-0.051357325	-0.04372305	-0.08213046	0.0034527243	0.036273785	-0.053491283	0.016271116	-0.025462478	-0.08574281	0.010405298	-0.0036790057	0.1359723
-0.08363893	-0.061652705	-0.0699013	-0.051741082	-0.008574515	0.00418144	-0.00952019	-0.00676901	0.060740665	-0.024850987	-0.026680304	-0.051398925	-0.16290331	0.023904284	-0.018404908	0.07685648
-0.11458148	-0.051848434	0.015482455	-0.0025386105	0.021788724	-0.0154952025	0.020352228	-0.004236673	0.06348715	0.052103955	-0.032471955	-0.043113127	-0.041583102	0.048095692	-0.061199784	0.11698294
-0.038425423	-0.043557633	-0.0543664	-0.07604189	0.048091	0.013342469	0.09485304	0.013639247	-0.02961862	-0.02439749	-0.020959219	0.06568932	0.018290665	0.05594876	-0.0033402655	0.03666999
-0.01157473	-0.053814802	0.0006717946	-0.09830933	-0.028929558	0.045601316	0.007927191	0.067646675	0.052852575	-0.049157668	-0.008086117	0.06392144	-0.09476725	0.12726137	-0.029609855	0.10629709
-0.024747612	-0.022334792	-0.040207583	-0.05632602	-0.06385563	-0.05147141	-0.047619887	-0.009267615	-0.056566674	-0.05700681	-0.03401532	-0.024516191	-0.10135092	0.0068909014	0.047733165	0.13684128
-0.074818686	0.08372484	-0.04029123	-0.09711991	-0.05643906	-0.006631415	0.023546485	0.010670284	0.089540735	0.03986698	0.080089234	0.022971943	-0.034200393	0.012127084	-0.037110604	0.052451875
-0.117920816	0.0008888928	-0.007231113	-0.019525336	-0.05863357	-0.073238015	-0.06598069	-0.053450227	0.011749999	-0.060461883	-0.061478484	-0.011611318	-0.042195003	0.07828805	-0.052711047	-0.04697218
0.036620326	0.047842074	-0.081674315	-0.111426845	0.037576817	-0.0027981594	-0.028078744	-0.028512165	0.0115148695	-0.02765635	0.009493317	0.108904295	-0.049201816	0.0325067	0.079724096	-0.033979345
-0.013739111	0.07083278	0.052455142	-0.16942175	-0.086866215	-0.020646438	0.0070415363	-0.02571064	0.033432297	0.02952443	-0.046861656	0.06712193	-0.04485719	0.08609288	-0.07776659	0.12277581
-0.016503356	0.00058379193	0.062917635	-0.10149843	-0.032419845	0.007121078	-0.18240151	0.04209914	0.045883898	-0.061881427	-0.018049812	0.06737857	-0.0062027825	0.080479495	0.027216423	0.019595053
-0.021359239	-0.05023733	0.05885744	-0.058170795	0.008834645	0.038548976	-0.012202722	-0.01414533	-0.074851915	-0.06438838	0.03922619	-0.034634124	-0.09581096	0.034312766	-0.097715914	-0.0068568736
-0.012076211	-0.056902416	0.0066489587	-0.006894051	0.015472338	0.0835802	0.04959938	0.002423655	0.029835664	0.055938717	0.0049352054	0.022394663	-0.15667075	0.050487235	-0.008690273	0.08775377
-0.051730767	0.02428814	-0.011910367	-0.058659777	-0.025002863	0.010295134	0.0009028342	-0.048769604	-0.0097421445	-0.04756293	0.060971335	-0.023415996	-0.020384632	0.0687414	-0.030114437	0.13530828
0.036511652	-0.026425166	-0.0723371	-0.078611456	-0.02175141	0.0026204945	-0.087339215	0.03507949	0.027998216	-0.05076756	0.07488601	-0.11103431	-0.110632785	0.07178012	0.055933807	-0.047566157
-0.08793719	-0.06896275	0.024269355	0.015865209	0.024816027	-0.0012217826	-0.06694007	-0.0848152	-0.024105957	0.018671393	-0.1192544	0.10490218	0.0335911	0.02281847	-0.073661484	0.020807186
0.0008755687	0.024341773	-0.04593909	-0.104388334	0.023769721	-0.0127775185	-0.027348503	0.028035201	0.03744705	0.04925555	-0.005405368	0.014449263	0.031483453	0.045549627	-0.056211498	-0.002291262
-0.028302122	0.029912468	0.06192247	-0.062434938	0.05925925	0.086224444	0.025587354	-0.046350643	0.030650089	-0.0434079	-0.06455907	-0.029412482	-0.17466566	-0.019006852	-0.10884909	0.18004389
-0.039053634	0.041004434	-0.024489334	-0.051202685	-0.15028994	-0.048978757	0.05307101	0.010214572	-0.009175454	-0.005437061	0.07353997	0.005789048	0.046073902	0.13563249	-0.02368381	0.124271914
